Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Ni (mass%),Mo (mass%),W (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Sn (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
,0.006234169,1056.5253,1.203743,0.120182335,588.1258,0.9986191,0.041761994,2.258429,0.004801899,0.063864894,0.38077885,0.6997874,0.50213826,0.008228391,5.838336,3.99E-05,0.7899956,0.000603917,0.001390358,83.608864,0.010903343,3.4786568,4.017571,592.0815,441.33624,489.99588
,0.000953794,1042.1172,1.2602727,0.23526251,638.08636,0.9953824,0.4924044,6.126609,0.013182402,0.05438031,0.34817383,0.6999914,0.49966773,0.019395828,5.8745027,0.000376226,0.7476493,0.001982702,0.039152775,83.73798,0.016469182,3.5333362,4.007892,599.0824,378.33682,656.7401
,1.9471333,1021.92615,1.5533155,0.38119704,677.5822,0.99125576,0.18926859,14.149731,0.023357332,0.058605827,0.33152437,0.001041517,0.5291364,0.012380481,5.913149,0.002687634,0.8839809,0.00286847,0.090162106,84.007286,0.010119933,3.3864827,3.9593542,598.22736,395.48264,132.36488
,1.8937832,1028.8435,1.4797018,0.2919078,668.3236,0.9947345,0.10945946,10.97386,0.014687121,0.058717668,0.34451562,0.003559557,0.5277893,0.009014934,5.8983455,0.001193103,0.84576684,0.001965111,0.034281798,84.04209,0.01025733,3.377408,3.9876316,598.02234,409.46198,137.61546
,1.3342739,1032.7571,1.4372971,0.3472075,656.84985,0.9929062,0.18476099,10.900597,0.014426053,0.057771157,0.3479538,0.13800758,0.5185297,0.012914091,5.905213,0.000918497,0.822378,0.002870267,0.040677264,83.93665,0.012756349,3.401467,3.9850452,598.94946,407.87436,214.22339
,1.1599419,1050.8638,1.3751411,0.1740545,642.35724,0.99760526,0.040483475,3.5869808,0.006653249,0.06494682,0.3753206,0.1607055,0.51684093,0.009342611,5.863347,0.000179906,0.8495716,0.00108944,0.002891778,83.83202,0.00945078,3.4386911,4.0125666,588.6654,451.85727,183.15927
,0.0013237,1050.7568,1.22225,0.20283014,619.2379,0.9975522,0.20364225,4.7148137,0.010202557,0.059055425,0.3589393,0.6999812,0.5166546,0.016403973,5.852751,0.000195166,0.76160353,0.001398819,0.010161375,83.68795,0.014484688,3.5588663,4.0131917,595.3215,400.49527,625.7705
,1.3855172,1059.7485,1.2772402,0.029858947,609.06525,0.9998158,0.001379848,0.4283616,0.001439065,0.07760249,0.42004594,0.051233545,0.47288817,0.00441131,5.794683,6.26E-06,0.8657838,0.000238342,1.40E-05,83.50465,0.007203801,3.4073515,4.0197167,568.218,516.1032,88.29802
,0.001583993,0.022627115,0.003116638,4.243867,0.21724671,1.85E-05,4.3301435,10.079395,0.003305942,0.026516635,0.000225816,2.09E-08,0.000704861,0.010780454,5.9097133,0.009815551,0.001163912,0.000806346,4.2211723,89.62303,0.085958205,0.000259042,3.64E-05,610.488,119.37132,0.28179878
,0.12497622,1055.5591,1.223885,0.081540644,592.3273,0.99910855,0.013507903,1.6042608,0.004124343,0.06975486,0.40091145,0.67907804,0.4855631,0.008528858,5.816055,2.17E-05,0.82753044,0.000443043,0.000240404,83.63215,0.011377742,3.4098477,4.018839,584.45276,486.83682,259.0171
,1.655466,1028.9167,1.4386511,0.25378764,653.6372,0.9947959,0.076787174,7.6258655,0.011001915,0.060777087,0.3498252,0.031888537,0.5223904,0.010598958,5.8850865,0.000555922,0.83475834,0.001827808,0.019306423,84.01761,0.009881959,3.4044185,4.0019736,596.09735,419.49606,171.67934
,0.3396994,1058.2893,1.2086618,0.054235756,604.8924,0.9995622,0.005935133,0.81320167,0.002629131,0.07374046,0.41026038,0.58891356,0.47370076,0.006170988,5.812798,1.18E-05,0.8429592,0.000342692,7.63E-05,83.56115,0.010478352,3.4269762,4.019324,578.37396,500.5833,186.42303
,1.997366,1036.047,1.7846637,0.19380748,716.68933,0.9964174,0.05786717,6.5822396,0.01902309,0.06429448,0.3449795,3.32E-06,0.56158173,0.00801608,5.873002,0.00313638,0.8939708,0.002003735,0.043754738,84.13072,0.005532713,3.5126915,3.9835308,606.06586,416.52,45.91243
,0.11634773,1008.6798,1.5837655,0.6857604,620.1881,0.9799601,1.0943264,29.031092,0.035832882,0.051625352,0.34473592,0.69368327,0.49218732,0.02605778,5.9561787,0.001872383,0.8095711,0.006546207,0.28944114,84.011604,0.025612606,3.2777393,3.9259496,609.4738,375.2826,500.77884
,1.5302657,1063.1412,1.2334777,0.026580691,622.4229,0.99984264,0.001233816,0.37593216,0.001258314,0.078761384,0.4180135,0.02971964,0.4754784,0.004057735,5.7957544,6.17E-06,0.87991667,0.000178763,1.26E-05,83.51578,0.006673628,3.4271312,4.0197506,564.7512,518.3063,89.50484
,1.9958878,1032.005,1.6936322,0.21546483,703.3268,0.99577546,0.08517951,7.4344907,0.02095899,0.062160254,0.34027955,7.80E-06,0.55382454,0.008620948,5.8719172,0.003049168,0.8915422,0.00234034,0.054866884,84.0858,0.005701584,3.508564,3.978645,605.7088,407.3819,55.6952
,0.027831078,1030.9456,1.4371533,0.3600821,633.79736,0.9922657,0.46397746,14.629722,0.019925773,0.054551672,0.35090354,0.6993818,0.51077574,0.020029277,5.893434,0.000595558,0.7994165,0.002982986,0.061198063,83.87213,0.020397378,3.4431725,3.9930806,603.5334,397.47818,518.27716
,1.912058,1012.0853,1.6033511,0.64611137,658.3075,0.98714733,0.3478989,21.15855,0.039903164,0.05614575,0.32416618,0.00198004,0.5152253,0.013716251,5.929492,0.004278814,0.89340454,0.00440474,0.20834278,84.13371,0.011586457,3.2600558,3.9009254,602.608,380.0444,168.01286
,1.396076,1015.7413,1.5150447,0.5756587,642.518,0.98549116,0.41650832,19.009815,0.030958027,0.054840524,0.33638912,0.082148224,0.50111103,0.014306843,5.93159,0.002012873,0.83556753,0.003565788,0.17484018,84.05673,0.016573064,3.2576814,3.9333942,604.4278,374.62466,276.6504
,1.900929,1009.2417,1.7412558,1.0797411,664.6403,0.9785004,0.60590804,27.617207,0.07909623,0.0616694,0.30064508,0.000490332,0.48631334,0.019441485,5.93391,0.009754579,0.9076723,0.005406574,0.6591605,84.56142,0.013814797,3.0396843,3.7372274,607.64777,349.58228,153.32608
,0.7468767,1035.5103,1.3505441,0.18244088,629.00366,0.99656904,0.0541687,4.5009146,0.008025318,0.06485646,0.37344605,0.3825286,0.5017165,0.010557205,5.8634405,0.000159378,0.83056265,0.001343698,0.00517202,83.86146,0.01153033,3.3733225,4.0124717,589.8941,450.6198,213.28545
,1.9517208,1053.1206,1.3695645,0.07045865,666.4871,0.99944806,0.004708767,1.2527072,0.002982497,0.07210846,0.39418006,0.000561282,0.51155627,0.003977329,5.82182,6.96E-05,0.8737808,0.000475268,0.000315664,83.74029,0.005496702,3.4737725,4.018037,578.3771,488.26627,67.26125
,1.8782195,1021.32526,1.5350608,0.39639026,667.34247,0.98999715,0.23005456,16.346222,0.020913929,0.056310736,0.33253884,0.004743308,0.5164511,0.012542903,5.923493,0.002129216,0.8526538,0.003357878,0.1179172,84.02056,0.010687454,3.339539,3.9529507,599.5617,390.5115,164.60103
,0,1076.3176,0.7479831,0.017796457,638.3785,0.999948,0.01565367,0.110494494,0.001659572,0.071257606,0.41620028,0.7,0.4438963,0.006020069,5.7798157,3.03E-06,0.67243326,7.34E-05,2.27E-05,83.13228,0.007922223,3.8167813,4.01995,571.25995,430.68375,797.7372
,1.998504,1058.2133,1.318151,0.046512485,687.03046,0.99977463,0.001685321,0.5372563,0.002166033,0.07637937,0.38765857,2.02E-06,0.53594124,0.002776057,5.8100915,7.93E-05,0.910935,0.000294184,0.00010249,83.72181,0.003872421,3.5430377,4.0189705,577.8175,492.57614,31.666428
,1.8384037,1059.0422,1.284544,0.030580163,637.73663,0.9998033,0.001081824,0.38882136,0.001395583,0.07962395,0.4160325,0.003572992,0.4855585,0.003518015,5.799053,8.26E-06,0.85931766,0.000222974,1.45E-05,83.55783,0.005948419,3.4330273,4.019669,564.1365,514.9475,67.75365
,0.050240755,998.2885,1.5465034,0.67423433,609.60736,0.97805476,1.2589186,25.181856,0.04064831,0.050492354,0.3326743,0.69810534,0.49231544,0.02888751,5.9493947,0.002106933,0.7851882,0.006005813,0.31880632,84.01731,0.027999336,3.2422585,3.9327922,608.18506,366.62448,545.8692
,4.17E-07,1070.7876,0.9101681,0.04913509,649.19824,0.9996475,0.08226931,0.5071148,0.0042153,0.06605659,0.38432738,0.7,0.4589189,0.012295097,5.8053384,2.73E-05,0.67919,0.000348787,0.000534637,83.25329,0.010972762,3.785099,4.019459,585.0727,394.7788,778.09326
,1.9892142,1021.16364,1.7352929,0.3837511,697.7921,0.992206,0.15688837,12.878626,0.038086146,0.061016746,0.33276004,2.52E-05,0.5309681,0.011858374,5.9031367,0.004498243,0.8938958,0.003329937,0.12752062,84.28993,0.008563735,3.394246,3.9450698,608.2874,393.43542,71.505615
,0.002930582,1058.538,1.1944438,0.098489225,585.21173,0.9992916,0.02426207,1.7080834,0.004557639,0.06667216,0.38880682,0.69991034,0.51697093,0.009447455,5.8212404,2.85E-05,0.8076173,0.000399305,0.0005925,83.56605,0.012410554,3.5235586,4.018969,590.3453,450.21393,492.74844
,1.9994211,1055.9215,1.5043026,0.08703321,710.7413,0.99942875,0.00654459,1.480659,0.003956109,0.06898238,0.36348066,6.68E-07,0.56994677,0.004101247,5.831426,0.000448254,0.9398033,0.000574396,0.001087553,83.97499,0.00397029,3.6572905,4.015988,592.18713,461.9144,30.786049
,0.001355469,0.03402114,0.003845662,4.879016,0.33432633,2.80E-05,4.8005924,12.964814,0.00469771,0.03037307,0.000270617,2.09E-08,0.000894046,0.011944771,5.91006,0.011574902,0.001393515,0.001024511,4.2212634,89.62848,0.09363619,0.000338197,5.31E-05,610.7997,120.974686,0.34341377
,1.9920988,1030.6998,1.6669695,0.23525506,692.5476,0.99480534,0.094114244,9.4280815,0.021137834,0.062155217,0.3407237,3.13E-05,0.5471702,0.009890288,5.8885384,0.002368522,0.8925796,0.002389029,0.05089436,84.04835,0.007797099,3.4572868,3.9857345,605.0916,404.99884,64.93922
,0.005559802,0.19253969,0.009108335,4.8421235,0.9778741,0.000200003,5.4948387,14.829205,0.006581873,0.03548385,0.000733202,2.71E-07,0.002128959,0.015408129,5.901245,0.013687762,0.003673732,0.001333168,4.20868,89.58422,0.09092575,0.001793385,0.000300472,603.6147,126.95471,1.5052396
,1.4903569,1051.4218,1.3681391,0.10072589,641.20404,0.99903715,0.012311339,2.118102,0.003414035,0.06979285,0.38958943,0.04707603,0.51423514,0.00717327,5.837308,6.47E-05,0.8707647,0.000615348,0.000767603,83.74389,0.008331775,3.4330153,4.017334,578.1732,476.26398,133.18169
,0.016726196,2.2744918,0.03614992,4.623686,4.52294,0.002807319,7.9796686,22.741396,0.014638305,0.04806271,0.003227869,7.84E-06,0.007751203,0.024053186,5.885659,0.017887075,0.017692495,0.002720903,4.159548,89.50164,0.07751766,0.013186455,0.003095051,596.4796,140.68631,13.426347
,1.206109,1044.04,1.3688275,0.16625077,640.0695,0.99751073,0.042247772,4.4879346,0.006534815,0.065468155,0.3689487,0.1595301,0.5106732,0.009644687,5.8597274,0.000188497,0.83704567,0.001368193,0.004208136,83.88048,0.010043973,3.3719628,4.0118136,589.6564,444.47595,186.80014
,1.9833264,1023.33246,1.6095388,0.36870688,688.007,0.9926728,0.15093833,12.685596,0.02775073,0.059401847,0.3333571,0.000126234,0.5286838,0.010635316,5.9046197,0.003034277,0.880991,0.002568182,0.087550946,84.071655,0.009404993,3.4046216,3.9591734,605.57605,392.6892,104.46444
,0.005576313,0.88255405,0.026048452,6.1970935,3.4230757,0.001254261,5.097796,21.310894,0.02026236,0.051804293,0.001375006,5.01E-07,0.00567584,0.017464519,5.8903227,0.021497726,0.011469263,0.002203942,4.206833,89.568825,0.07192189,0.005051851,0.001861176,607.0035,136.02669,3.7328358
,0.003538787,1037.0793,1.3204707,0.30444264,629.5722,0.99279135,0.5965769,9.670177,0.018084884,0.053963803,0.34185082,0.6999497,0.5012047,0.02103749,5.8877172,0.000575265,0.7604741,0.002986353,0.06875672,83.83273,0.020195028,3.4487357,3.9972906,601.35333,384.54047,624.89087
,0.000205338,1054.9342,1.1263978,0.17194152,629.1359,0.99807775,0.21301061,3.0727577,0.009565711,0.05892389,0.35567203,0.69999856,0.5185746,0.015235573,5.8490305,0.000178935,0.7212774,0.001295901,0.010969948,83.595024,0.01392835,3.5953364,4.015497,592.14484,387.27396,682.4176
,0.044658244,1031.2699,1.4053828,0.34367144,627.8704,0.99249864,0.29234737,12.602118,0.016729742,0.055850644,0.3541281,0.6981433,0.5110288,0.016378582,5.897183,0.000492418,0.80024093,0.002504332,0.044457544,83.836815,0.019613441,3.3673115,4.0003047,603.06323,401.94754,441.0018
,0.003513515,0.04773259,0.00420168,3.75209,0.32661587,4.14E-05,5.025275,9.972501,0.002699673,0.027315289,0.000361604,4.17E-08,0.000942874,0.010910034,5.900705,0.010253713,0.001499701,0.000809549,4.2131486,89.61736,0.08030955,0.000482202,5.91E-05,606.83655,118.1583,0.5388597
,1.708272,1044.9885,1.4705613,0.26622415,667.7761,0.9962402,0.06776303,6.205453,0.008042842,0.061684262,0.35656837,0.021726508,0.5297131,0.010743558,5.8897786,0.00045017,0.8695099,0.001440046,0.013783945,83.971825,0.00976394,3.408818,4.0037975,591.856,432.5835,151.53389
,1.9974194,1032.9292,1.7265826,0.2092421,712.82623,0.99700713,0.06814152,6.5914927,0.020780683,0.06586486,0.3408194,2.90E-06,0.5664905,0.008277506,5.8672276,0.003152363,0.92612034,0.002066819,0.049971446,84.12173,0.006062465,3.5444534,3.9866905,604.0773,422.0959,40.784748
,1.9854106,1048.6146,1.3897185,0.15490949,683.50867,0.9987446,0.012806058,2.5388827,0.006043911,0.06814714,0.36602712,0.000114259,0.53467166,0.005101681,5.8487062,0.000281978,0.8855625,0.000820721,0.002029123,83.95207,0.006701233,3.475581,4.015007,586.97974,456.21283,70.26647
,1.9959037,1043.1434,1.5229459,0.183025,696.0436,0.997453,0.041088462,5.048897,0.009947091,0.0627059,0.345708,1.56E-05,0.54159266,0.006176651,5.8730016,0.001165687,0.8862002,0.001196829,0.014610293,84.07602,0.005635224,3.5241833,4.0018063,599.2631,419.8656,65.44172
,0.00012356,1057.4882,1.1081765,0.13122112,620.9707,0.9985701,0.14607757,2.3030777,0.008042783,0.06011513,0.36612305,0.6999992,0.5016034,0.013160557,5.833439,0.000110543,0.72732157,0.000808693,0.005713591,83.55618,0.012350383,3.5882175,4.0172076,591.2992,400.86526,679.30646
,0.19882524,1002.34155,1.4141033,0.5043879,615.1623,0.98458666,0.5495101,18.855728,0.025944471,0.05288803,0.34372753,0.6823734,0.49033323,0.019272476,5.921432,0.001037505,0.79513735,0.004413882,0.12575358,83.98665,0.018609535,3.306222,3.9645605,604.8417,390.97006,414.0896
,1.865828,1037.6888,1.445198,0.25134534,664.6639,0.9961518,0.059881806,6.8695107,0.009775072,0.06185893,0.35075802,0.005611277,0.5306336,0.008702934,5.883164,0.000570893,0.85434157,0.001797612,0.015378147,84.032295,0.00923134,3.3984551,4.0000515,592.4176,423.7887,127.55633
,0.00291425,0.07808447,0.005393833,4.2586536,0.45475632,7.13E-05,4.993029,12.1056,0.004250199,0.032350563,0.000458198,1.04E-07,0.001210427,0.010584801,5.897408,0.011494974,0.002151168,0.001049019,4.2130647,89.608284,0.071469404,0.000815272,0.000121123,607.1146,124.523056,0.76508826
,1.9569926,1022.1405,1.6231581,0.47932714,677.6961,0.9904719,0.26511103,17.01828,0.029900938,0.05772292,0.32847562,0.000566414,0.5222417,0.012894422,5.911788,0.003562731,0.90049493,0.003657301,0.13641493,84.07836,0.010108046,3.3370185,3.932588,603.0327,385.9278,128.11649
,0.002974272,1044.2767,1.2684724,0.28385818,625.1219,0.99494076,0.3653407,6.7779593,0.013751537,0.05658699,0.35090965,0.6999506,0.52251375,0.019560397,5.8780103,0.000292198,0.76332355,0.002009,0.032065846,83.795715,0.017584953,3.468039,4.0081606,598.1357,391.10773,612.4604
,1.9930875,1046.2852,1.4113109,0.1724273,687.86273,0.998458,0.015175343,2.7430012,0.005405188,0.06698662,0.35808575,2.95E-05,0.5459544,0.005578369,5.8543644,0.000444941,0.890819,0.000911817,0.00349991,83.98833,0.005231299,3.5016809,4.012689,589.4001,445.12955,62.29577
,1.337657,1000.49457,1.6683116,0.8216381,626.6579,0.9782306,0.78898966,31.787619,0.045043826,0.05546846,0.3289537,0.121917784,0.516863,0.02359733,5.94264,0.004235157,0.86664766,0.005941422,0.36785322,84.19244,0.018548556,3.1760535,3.8639245,604.4061,360.60367,306.00552
,1.3502015,1015.61914,1.4547944,0.42807013,641.1165,0.98758423,0.33968836,16.005505,0.023472607,0.05512143,0.3387587,0.1252122,0.5080792,0.014261782,5.916987,0.00138112,0.80868876,0.003269201,0.10199017,83.99426,0.015551893,3.3288758,3.9571555,602.19305,389.52533,251.60854
,0.002047718,0.13180375,0.008012027,5.263181,0.8816999,0.000121683,3.9446206,14.923719,0.009052694,0.03930104,0.000441953,4.17E-08,0.001793861,0.012652457,5.9051385,0.015846506,0.002919167,0.001275891,4.2207375,89.621086,0.08777524,0.000997424,0.000219843,611.5701,123.57335,0.7464495
,0.004119396,0.37519813,0.014538825,5.737774,1.6390228,0.000404269,5.6396885,17.566988,0.010956198,0.044203445,0.000869511,3.34E-07,0.003099704,0.016353726,5.899251,0.017413503,0.006014073,0.001697409,4.2118,89.58194,0.07906359,0.002551556,0.000625144,603.7429,133.03487,2.0833905
,0.023044348,1050.5513,1.2784357,0.16836822,600.46124,0.9979812,0.059746206,3.7562492,0.006653905,0.06279449,0.37834677,0.69887966,0.5044424,0.010711312,5.8388,7.76E-05,0.78646517,0.000854723,0.002927076,83.718346,0.013120746,3.4291553,4.0159473,595.38574,443.8418,432.05582
,1.1558428,1028.06,1.444925,0.39819926,646.7801,0.9883653,0.29855072,15.433688,0.018652886,0.055022545,0.34386915,0.2397027,0.5140196,0.012046486,5.9258256,0.001268488,0.8061552,0.003060137,0.07419184,83.91603,0.013658551,3.3738136,3.9654167,602.8781,392.76865,243.93353
,1.9877732,1033.1025,1.6176882,0.31794906,689.6503,0.9947086,0.1139164,9.799124,0.021456003,0.05974741,0.33490312,9.65E-05,0.5283627,0.009157568,5.8950753,0.00244198,0.89151406,0.00251833,0.057242684,83.98742,0.007231442,3.4859738,3.9836195,600.90045,412.98364,88.885475
,2.98E-07,1074.7255,0.7969301,0.021247566,584.85065,0.99993604,0.007683039,0.16521454,0.001619279,0.07176082,0.4186422,0.7,0.4546052,0.005238354,5.780486,2.24E-06,0.69182503,6.56E-05,1.66E-05,83.169014,0.007045903,3.7463436,4.0199537,575.65106,453.1504,753.4174
,0.001750588,0.10010004,0.008354813,5.5579004,0.73361784,9.55E-05,4.0412636,14.820879,0.009214014,0.040643338,0.000368445,4.17E-08,0.00193572,0.013934314,5.907356,0.016227966,0.003238309,0.001215515,4.221994,89.63394,0.08184419,0.000749111,0.000205466,611.45703,123.95559,0.6765229
,6.62E-06,1069.671,0.8842419,0.045260787,599.03284,0.9997946,0.01910925,0.52076757,0.003153592,0.0684092,0.39819705,0.7,0.48633677,0.006709665,5.7958927,1.01E-05,0.70044637,0.000197525,0.000143209,83.2675,0.008833463,3.6845233,4.0197563,581.1749,435.84824,709.4155
,1.9218824,1020.6325,1.5610152,0.4251495,666.10895,0.9910228,0.19744933,15.6240635,0.020635068,0.056425788,0.33794916,0.002431569,0.522319,0.012353748,5.92124,0.002307192,0.8638791,0.003485776,0.096551776,84.03759,0.011509828,3.3487308,3.956124,601.18256,390.43152,151.03244
,0.006200254,0.23698926,0.0105021,4.9312773,1.0650069,0.000245571,5.7745023,15.909244,0.006491423,0.036428444,0.000840174,3.34E-07,0.002457023,0.017644018,5.903186,0.013952416,0.004395503,0.0014789,4.20683,89.578445,0.083302796,0.002046347,0.000360734,605.72565,126.81715,1.8302612
,3.03E-05,1049.5345,1.0907247,0.15659928,673.35547,0.997075,0.556767,2.9894414,0.01244536,0.054076187,0.32375956,0.6999999,0.4740591,0.0223853,5.869213,0.000384292,0.74152195,0.001806388,0.029553773,83.589874,0.016890515,3.643191,4.0103593,599.382,348.92883,728.87744
,0.003721595,1053.0793,1.2699912,0.15545785,606.1941,0.9984518,0.06096512,3.278676,0.005966723,0.06269942,0.3704591,0.6999009,0.5097555,0.010123849,5.8399854,6.89E-05,0.7841879,0.000741171,0.002836814,83.68972,0.013846518,3.4721365,4.0168734,597.37915,429.48965,506.6133
,0.9916208,1026.7251,1.4463066,0.35674274,634.445,0.9901506,0.23587942,12.344642,0.016680032,0.056301784,0.34642798,0.32860035,0.5152248,0.013457716,5.900531,0.000935425,0.82336974,0.002547903,0.05409071,83.89721,0.014419841,3.3782885,3.978218,601.1062,399.94235,267.4464
,1.9230001,1022.1884,1.6131074,0.48349053,678.46844,0.9904537,0.2606213,17.72115,0.03694746,0.056320917,0.3259437,0.001954213,0.516388,0.013027728,5.9196324,0.003388287,0.8801166,0.003487759,0.12468103,83.963135,0.011816377,3.3413982,3.9594078,602.8478,393.92316,155.94598
,0.02002722,1053.8208,1.3408478,0.23098439,614.68036,0.99707484,0.100919604,4.697343,0.008142799,0.061330598,0.36302766,0.69909894,0.5237365,0.013034731,5.8600335,0.000144058,0.7956378,0.001108467,0.007597488,83.77145,0.015242953,3.4046392,4.014051,601.1636,418.64215,430.37604
,1.8090532,1025.4485,1.6061356,0.55660605,661.2124,0.9883932,0.33950955,15.758755,0.029052615,0.05667646,0.330304,0.009618586,0.52142954,0.015208691,5.929229,0.002808028,0.8819979,0.003834664,0.1390199,84.03603,0.012469669,3.3536103,3.9269485,600.5121,392.6408,190.42241
,1.1715859,1024.2709,1.4755473,0.44119805,643.1309,0.98787546,0.35805553,17.547464,0.02170235,0.0544449,0.33995846,0.20698763,0.5074769,0.013198972,5.9265814,0.00151803,0.81331,0.003431452,0.13344549,83.943596,0.015454868,3.340446,3.9497173,603.6718,383.85083,270.62976
,0.014120519,1044.6483,1.3597974,0.27169287,605.9083,0.99595904,0.1700446,8.290596,0.0125072,0.057884343,0.36169496,0.6995329,0.51605487,0.01587069,5.8764195,0.000234856,0.78360355,0.001637341,0.017075093,83.75281,0.01778375,3.430675,4.0085716,602.61865,411.80347,492.3378
,1.9708704,1055.6326,1.3061304,0.06643832,666.0267,0.9995431,0.003540516,0.95912784,0.00287208,0.07321557,0.3930203,0.000255597,0.50330985,0.00376299,5.818622,5.69E-05,0.86304,0.000359831,0.000169556,83.6764,0.005314679,3.4899478,4.0185013,578.5031,492.29675,56.582745
,0.000230014,0.00138402,0.00085026,3.8538575,0.045207143,9.83E-07,2.7374194,6.2454476,0.002002925,0.019016657,4.53E-05,0,0.000174975,0.006623358,5.927187,0.007309637,0.00022493,0.000428239,4.228148,89.681145,0.10482404,2.41E-05,2.64E-06,619.1299,112.55125,0.02772402
,1.65E-05,1067.7604,0.98675025,0.061412156,602.70386,0.99963886,0.037012994,0.72337717,0.004051656,0.06710942,0.3884515,0.6999999,0.4972984,0.008357942,5.80295,2.01E-05,0.71784234,0.000263434,0.000461141,83.384605,0.009822914,3.651896,4.019475,583.51624,418.93747,707.9956
,0.005682111,0.7028246,0.022657782,5.9059725,2.9789672,0.000875652,5.2579536,20.145975,0.017801315,0.048849784,0.001263003,5.22E-07,0.005429315,0.016977698,5.8918195,0.020064203,0.009835047,0.002081033,4.205344,89.55991,0.07389411,0.004330993,0.001404358,608.18207,134.16077,3.605649
,5.13E-06,1073.0485,0.8733524,0.029668212,588.45776,0.9999068,0.007300079,0.25676608,0.0016087,0.07059561,0.40629238,0.7,0.4871642,0.005398095,5.785921,3.40E-06,0.7273464,8.31E-05,2.60E-05,83.256584,0.007198702,3.6672049,4.019928,581.10767,450.91205,680.8356
,1.9121292,1059.6211,1.291989,0.041872263,656.1695,0.99973226,0.002074242,0.6894544,0.001907975,0.07598492,0.40641496,0.001329011,0.49504605,0.00365895,5.809157,2.03E-05,0.8577476,0.000338496,6.37E-05,83.655876,0.005527649,3.4597187,4.0192304,571.7149,505.8108,62.879993
,0.019647479,1020.3532,1.3956497,0.3929332,616.2902,0.99055815,0.5748898,12.40218,0.019789398,0.054129936,0.34772292,0.6994889,0.5111875,0.02281192,5.8977275,0.000705117,0.77949816,0.003854261,0.0861892,83.86465,0.022022327,3.4118433,3.9858975,604.4611,387.18692,547.75
,0.001528382,0.044192076,0.004880458,4.7498584,0.41588277,3.27E-05,4.7719865,13.127357,0.00506568,0.03261354,0.000333336,4.17E-08,0.000988889,0.012018681,5.900851,0.012123348,0.001684451,0.001108024,4.220985,89.63556,0.076366335,0.000375152,7.85E-05,609.2187,121.988434,0.44011644
,0.001994193,0.048054457,0.004888147,4.790269,0.39536744,4.10E-05,4.423453,11.510243,0.005011231,0.033178035,0.000327345,4.17E-08,0.001064348,0.01055643,5.895136,0.012398596,0.001767689,0.001056729,4.2198105,89.6188,0.07883659,0.000475764,8.43E-05,609.2199,121.86642,0.56996584
,1.9252377,1036.7416,1.4823424,0.26015788,675.54724,0.99542594,0.080280006,7.7944613,0.014044195,0.060082756,0.3501875,0.002043375,0.53100044,0.008958131,5.8937116,0.000971015,0.85081637,0.002023618,0.028609177,84.03233,0.009779871,3.3976188,3.9962134,598.22015,413.79807,122.13346
,0.00087285,1053.1904,1.1893483,0.18831044,625.48114,0.9973837,0.23614913,4.3520794,0.01030004,0.05852474,0.35657278,0.6999921,0.52255446,0.016134143,5.8587155,0.000186713,0.7537743,0.001381759,0.012226678,83.665665,0.013714395,3.5720828,4.013511,594.16724,395.2759,641.10376
,0.000114024,1064.3018,1.0224764,0.066415966,583.1896,0.9994906,0.02450198,0.9598732,0.00330472,0.06510316,0.38383928,0.69999886,0.49425665,0.007123739,5.8098373,1.80E-05,0.7351958,0.000269332,0.000415885,83.44059,0.010440619,3.5914106,4.0193157,587.8015,431.61014,628.7771
,1.8020709,1055.8055,1.3713013,0.08198321,644.43475,0.99921036,0.009156764,1.7600038,0.003523529,0.07048668,0.3887538,0.007826949,0.5188327,0.006427974,5.835011,8.23E-05,0.86008626,0.000525599,0.000573717,83.74137,0.00745767,3.4465287,4.017798,581.5291,477.9441,101.602875
,1.9191784,1040.7025,1.4629011,0.23315251,676.2939,0.99696934,0.04955679,5.772474,0.009577692,0.06275557,0.35538483,0.002301267,0.5360672,0.008794546,5.874048,0.000532264,0.8733999,0.001423392,0.012197809,84.00236,0.008396165,3.4267175,4.0067124,593.49945,427.41327,119.74839
,3.18E-05,1069.2173,0.9650107,0.051276386,576.98157,0.99971807,0.01590997,0.6590766,0.00295499,0.06848596,0.39863142,0.6999998,0.49028277,0.006168097,5.7962446,9.97E-06,0.73648465,0.000170535,0.000155059,83.32553,0.010171241,3.6551003,4.019696,583.5373,438.75122,665.765
,1.9548398,1023.0873,1.5708053,0.3492102,682.1576,0.99280703,0.19018352,15.511296,0.026548266,0.0571991,0.33291087,0.000791281,0.5298111,0.012492389,5.9080877,0.002802497,0.87981963,0.00310103,0.087931156,84.02494,0.009912625,3.351569,3.963512,602.2616,388.39536,135.3187
,0.007481456,0.3910017,0.013496786,4.747526,1.231516,0.000436813,6.0715647,16.565302,0.007273257,0.039411966,0.00112679,6.68E-07,0.003100085,0.018389046,5.8977294,0.014737785,0.005802786,0.001553975,4.1995106,89.56068,0.08467251,0.002988696,0.000579858,602.99384,128.66263,3.094165
